gain	8	3	-167.49
gain	3	9	-165.03
gain	9	3	-166.49
gain	3	10	-158.46
gain	10	3	-162.01
gain	3	11	-154.03
gain	11	3	-156.70
gain	3	12	-179.47
gain	12	3	-182.40
gain	3	13	-160.57
gain	13	3	-159.28
gain	3	14	-171.65
gain	14	3	-175.11
gain	3	15	-167.39
gain	15	3	-171.63
gain	4	5	-56.11
gain	5	4	-52.61
gain	4	6	-164.16
gain	6	4	-163.14
gain	4	7	-175.00
gain	7	4	-171.58
gain	4	8	-54.58
gain	8	4	-47.08
gain	4	9	-158.31
gain	9	4	-154.23
gain	4	10	-165.49
gain	10	4	-163.50
gain	4	11	-173.07
gain	11	4	-170.19
gain	4	12	-170.75
gain	12	4	-168.13
gain	4	13	-171.44
gain	13	4	-164.61
gain	4	14	-172.69
gain	14	4	-170.60
gain	4	15	-170.22
gain	15	4	-168.91
gain	5	6	-54.60
gain	6	5	-57.07
gain	5	7	-164.67
gain	7	5	-164.74
gain	5	8	-160.39
gain	8	5	-156.39
gain	5	9	-57.06
gain	9	5	-56.48
gain	5	10	-159.52
gain	10	5	-161.02
gain	5	11	-162.35
gain	11	5	-162.97
gain	5	12	-159.98
gain	12	5	-160.86
gain	5	13	-176.19
gain	13	5	-172.85
gain	5	14	-171.15
gain	14	5	-172.56
gain	5	15	-170.93
gain	15	5	-173.12
gain	6	7	-59.82
gain	7	6	-57.42
gain	6	8	-169.09
gain	8	6	-162.63
gain	6	9	-163.30
gain	9	6	-160.24
gain	6	10	-53.75
gain	10	6	-52.77
gain	6	11	-163.44
gain	11	6	-161.58
gain	6	12	-167.78
gain	12	6	-166.18
gain	6	13	-166.75
gain	13	6	-160.94
gain	6	14	-164.88
gain	14	6	-163.82
gain	6	15	-172.04
gain	15	6	-171.75
gain	7	8	-172.60
gain	8	7	-168.53
gain	7	9	-157.97
gain	9	7	-157.31
gain	7	10	-163.96
gain	10	7	-165.38
gain	7	11	-49.75
gain	11	7	-50.29
gain	7	12	-175.91
gain	12	7	-176.71
gain	7	13	-165.44
gain	13	7	-162.03
gain	7	14	-164.02
gain	14	7	-165.36
gain	7	15	-166.69
gain	15	7	-168.80
gain	8	9	-41.38
gain	9	8	-44.78
gain	8	10	-160.93
gain	10	8	-166.43
gain	8	11	-165.68
gain	11	8	-170.29
gain	8	12	-41.42
gain	12	8	-46.30
gain	8	13	-162.49
gain	13	8	-163.15
gain	8	14	-160.02
gain	14	8	-165.43
gain	8	15	-167.99
gain	15	8	-174.18
gain	9	10	-57.79
gain	10	9	-59.87
gain	9	11	-165.70
gain	11	9	-166.90
gain	9	12	-156.81
gain	12	9	-158.27
gain	9	13	-51.86
gain	13	9	-49.11
gain	9	14	-156.10
gain	14	9	-158.10
gain	9	15	-166.93
gain	15	9	-169.70
gain	10	11	-59.02
gain	11	10	-58.14
gain	10	12	-166.97
gain	12	10	-166.35
gain	10	13	-163.76
gain	13	10	-158.93
gain	10	14	-57.43
gain	14	10	-57.35
gain	10	15	-161.48
gain	15	10	-162.17
gain	11	12	-171.72
gain	12	11	-171.99
gain	11	13	-166.63
gain	13	11	-162.68
gain	11	14	-154.53
gain	14	11	-155.32
gain	11	15	-55.64
gain	15	11	-57.21
gain	12	13	-52.51
gain	13	12	-48.30
gain	12	14	-170.61
gain	14	12	-171.15
gain	12	15	-170.38
gain	15	12	-171.69
gain	13	14	-52.02
gain	14	13	-56.77
gain	13	15	-160.89
gain	15	13	-166.41
gain	14	15	-54.83
gain	15	14	-55.60
noise	0	-105.79	4.00
noise	1	-103.26	4.00
noise	2	-103.90	4.00
noise	3	-107.15	4.00
noise	4	-105.06	4.00
noise	5	-102.60	4.00
noise	6	-102.49	4.00
noise	7	-103.93	4.00
noise	8	-109.47	4.00
noise	9	-106.33	4.00
noise	10	-105.94	4.00
noise	11	-107.18	4.00
noise	12	-103.98	4.00
noise	13	-107.39	4.00
noise	14	-104.02	4.00
noise	15	-107.27	4.00
